Software Name,Aliases,Normalized Name
malpedia_HTTP(S) uploader,,httpsuploader
malpedia_http_troy,,http troy
malpedia_HUI Loader,SIDESTEP,hui loader
malpedia_Hunter Stealer,,hunter
malpedia_Hupigon,,hupigon
malpedia_HuskLoader,,huskloader
malpedia_Hussar,,hussar
malpedia_HxDef,"HacDef, HackerDefender, HackDef",hxdef
malpedia_HyperBro,,hyperbro
malpedia_HYPERSCRAPE,,hyperscrape
malpedia_HyperSSL,"FOCUSFJORD, Soldier, Sysupdate",hyperssl
malpedia_HZ RAT,,hzrat
malpedia_Icarus,,icarus
malpedia_IcedID,"BokBot, IceID",icedid
malpedia_IcedID Downloader,,icedid downloader
malpedia_Icefog,Fucobha,icefog
malpedia_win.icexloader,,icexloader
malpedia_IceCache,,ice cache
malpedia_IceEvent,,ice event
malpedia_Ice IX,,ice ix
malpedia_IconDown,,icondown
malpedia_IconicStealer,,iconic stealer
malpedia_IcyHeart,Troxen,icyheart
malpedia_,,idat loader
malpedia_IDKEY,,idkey
malpedia_IISniff,,iisniff
malpedia_IISpy,BadIIS,iispy
malpedia_IMAPLoader,,imap loader
malpedia_Imecab,,imecab
malpedia_Imminent Monitor RAT,,imminent monitor rat
malpedia_ Immortal Stealer,,immortal stealer
malpedia_ImprudentCook,,imprudentcook
malpedia_INCONTROLLER,,incontroller
malpedia_Incubator,,incubator
malpedia_IndigoDrop,,indigodrop
malpedia_Industrial Spy,,industrial spy
malpedia_Industroyer,"Crash, CrashOverride",industroyer
malpedia_INDUSTROYER2,,industroyer2
malpedia_Inferno,,inferno
malpedia_InfinityLock,,infinitylock
malpedia_InfoDot,,infodot
malpedia_Infy,Foudre,infy
malpedia_Inlock,,inlock
malpedia_InnaputRAT,,innaput rat
malpedia_win.innfirat,,innfirat
malpedia_Interception,,interception
malpedia_Invicta Stealer,,invicta stealer
malpedia_InvisiMole,,invisimole
malpedia_IPStorm,,ipstorm
malpedia_Ironcat,,ironcat
malpedia_IRONHALO,,ironhalo
malpedia_IronNetInjector,,ironnetinjector
malpedia_IronWind,,ironwind
malpedia_IsaacWiper,LASAINRAW,isaacwiper
malpedia_ISFB,"Gozi ISFB, IAP, Pandemyia",isfb
malpedia_ISMAgent,,ismagent
malpedia_ISMDoor,,ismdoor
malpedia_iSpy Keylogger,,ispy keylogger
malpedia_IsraBye,,israbye
malpedia_ISR Stealer,,isr stealer
malpedia_IsSpace,NfLog RAT,isspace
malpedia_IXWare,,ixware
malpedia_Jackal,,jackal
malpedia_JackPOS,,jackpos
malpedia_Jaff,,jaff
malpedia_Jager Decryptor,,jager decryptor
malpedia_Jaku,"C3PRO-RACOON, EQUINOX, KCNA Infostealer, Reconcyc",jaku
malpedia_JanelaRAT,,janela rat
malpedia_Janeleiro,,janeleiro
malpedia_jason,,jason
malpedia_Jasus,,jasus
malpedia_JCry,,jcry
malpedia_Jeno,"Valeria, Jest",jeno
malpedia_JessieConTea,,jessiecontea
malpedia_JhoneRAT,,jhone rat
malpedia_Jigsaw,,jigsaw
malpedia_Jimmy,,jimmy
malpedia_JinxLoader,,jinxloader
malpedia_JLORAT,,jlorat
malpedia_Joanap,,joanap
malpedia_Joao,,joao
malpedia_win.JobCrypter,,jobcrypter
malpedia_Jolob,,jolob
malpedia_JQJSNICKER,,jqjsnicker
malpedia_JripBot,,jripbot
malpedia_JSOutProx,,jsoutprox
malpedia_JSSLoader,,jssloader
malpedia_JuicyPotato,,juicy potato
malpedia_JUMPALL,,jumpall
malpedia_Jupiter,EarlyRAT,jupiter
malpedia_KAgent,,kagent
malpedia_KamiKakaBot,Kami,kami
malpedia_Kapeka,"ICYWELL, KNUCKLETOUCH, QUEUESEED, WRONGSENS",kapeka
malpedia_Karagany,Karagny,karagany
malpedia_Kardon Loader,,kardonloader
malpedia_Karius,,karius
malpedia_Karkoff,"CACTUSPIPE, MailDropper, OILYFACE",karkoff
malpedia_Karma,,karma
malpedia_KasperAgent,,kasperagent
malpedia_Kasseika,,kasseika
malpedia_Kazuar,,kazuar
malpedia_KazyLoader,,kazyloader
malpedia_KDC Sponge,,kdcsponge
malpedia_Kegotip,,kegotip
malpedia_KEKW,KEKW-Locker,kekw
malpedia_Kelihos,,kelihos
malpedia_Kematian Stealer,,kematian
malpedia_Keona,,keona
malpedia_KerrDown,,kerrdown
malpedia_Ketrican,,ketrican
malpedia_Ketrum,,ketrum
malpedia_KeyBase,Kibex,keybase
malpedia_KeyBoy,TSSL,keyboy
malpedia_Keyhole,,keyhole
malpedia_APT3 Keylogger,,keylogger apt3
malpedia_KEYMARBLE,,keymarble
malpedia_KGH_SPY,,kgh spy
malpedia_Khonsari,,khonsari
malpedia_KHRAT,,khrat
malpedia_Kikothac,,kikothac
malpedia_KillAV,BURNTCIGAR,killav
malpedia_KillDisk,,killdisk
malpedia_KilllSomeOne,,killsomeone
malpedia_KimJongRat,,kimjongrat
malpedia_Kimsuky,,kimsuky
malpedia_Kingminer,,kingminer
malpedia_KINS,"Kasper Internet Non-Security, Maple",kins
malpedia_KIVARS,,kivars
malpedia_Klackring,,klackring
malpedia_KleptoParasite Stealer,"Joglog, Parasite",kleptoparasite stealer
malpedia_KlingonRAT,,klingon rat
malpedia_KLogEXE,,klogexe
malpedia_KLRD,,klrd
malpedia_Knight,Cyclops,knight
malpedia_Knot,,knot
malpedia_Koadic,,koadic
malpedia_Koi Loader,,koiloader
malpedia_Koi Stealer,,koistealer
malpedia_KoiVM,,koivm
malpedia_KokoKrypt,,kokokrypt
malpedia_KOMPROGO,Splinter RAT,komprogo
malpedia_Konni,,konni
malpedia_KoobFace,,koobface
malpedia_Korlia,Bisonal,korlia
malpedia_Kovter,,kovter
malpedia_KPOT Stealer,"Khalesi, Kpot",kpot stealer
malpedia_Krachulka,,krachulka
malpedia_Kraken,,kraken
malpedia_KrakenKeylogger,,krakenkeylogger
malpedia_KrBanker,BlackMoon,krbanker
malpedia_KrDownloader,,krdownloader
malpedia_Kronos,Osiris,kronos
malpedia_KryptoCibule,,kryptocibule
malpedia_KSL0T,,ksl0t
malpedia_KTLVdoor,,ktlv door
malpedia_Kuaibu,"Barys, Gofot, Kuaibpy",kuaibu8
malpedia_Kuiper,,kuiper
malpedia_Kuluoz,,kuluoz
malpedia_Kurton,,kurton
malpedia_Kutaki,,kutaki
malpedia_Kwampirs,,kwampirs
malpedia_Ladon,,ladon
malpedia_LALALA Stealer,,lalala stealer
malpedia_Lambert,Plexor,lambert
malpedia_LambLoad,OfficeCertTea,lambload
malpedia_Lamdelin,,lamdelin
malpedia_LaplasClipper,,laplas
malpedia_LatentBot,,latentbot
malpedia_Latrodectus,"BLACKWIDOW, IceNova, Latrodectus, Lotus",latrodectus
malpedia_Laturo Stealer,,laturo
malpedia_LazarDoor,,lazardoor
malpedia_LazarLoader,,lazarloader
malpedia_KillDisk (Lazarus),KillDisk.NBO,lazarus killdisk
malpedia_Laziok,,laziok
malpedia_LazyCat,,lazycat
malpedia_LCPDot,,lcpdot
malpedia_LDR4,,ldr4
malpedia_Leakthemall,,leakthemall
malpedia_Leash,,leash
malpedia_Lechiket,,lechiket
malpedia_Lemon Duck,,lemonduck
malpedia_Leouncia,shoco,leouncia
malpedia_Leslieloader,,leslieloader
malpedia_Lethic,,lethic
malpedia_LetMeOut,,letmeout
malpedia_LgoogLoader,,lgoogloader
malpedia_Liderc,LEMPO,liderc
malpedia_LIGHTBUNNY,,lightbunny
malpedia_LightlessCan,,lightlesscan
malpedia_LightNeuron,"NETTRANS, XTRANS",lightneuron
malpedia_Lightning Stealer,,lightning stealer
malpedia_LIGHTRAIL,,lightrail
malpedia_LIGHTWORK,,lightwork
malpedia_Ligsterac,,ligsterac
malpedia_Lilith,,lilith
malpedia_limedownloader,,limedownloader
malpedia_limeminer,,limeminer
malpedia_LimePad,,limepad
malpedia_LimeRAT,,limerat
malpedia_Limitail,,limitail
malpedia_LinseningSvr,,linseningsvr
malpedia_LIONTAIL,,liontail
malpedia_Listrix,,listrix
malpedia_LiteDuke,,liteduke
malpedia_LiteHTTP,,litehttp
malpedia_LOBSHOT,,lobshot
malpedia_LockBit,ABCD Ransomware,lockbit
malpedia_LockerGoga,,lockergoga
malpedia_LockFile,,lockfile
malpedia_Locky,,locky
malpedia_Locky (Decryptor),,locky decryptor
malpedia_Locky Loader,,locky loader
malpedia_LockPOS,,lock pos
malpedia_Loda,"LodaRAT, Nymeria",loda
malpedia_LODEINFO,,lodeinfo
malpedia_Logedrut,,logedrut
malpedia_LogPOS,,logpos
malpedia_Logtu,,logtu
malpedia_LoJax,,lojax
malpedia_LokiLocker,,lokilocker
malpedia_Loki Password Stealer (PWS),"Burkina, Loki, LokiBot, LokiPWS",lokipws
malpedia_Lokorrito,,lokorrito
malpedia_LOLSnif,,lolsnif
malpedia_LONGWATCH,,longwatch
malpedia_looChiper,,loochiper
malpedia_LooCipher,,loocipher
malpedia_Lookback,,lookback
malpedia_L0rdix,lordix,lordix
malpedia_Lorenz,,lorenz
malpedia_Loup,,loup
malpedia_LoupeLoader,,loupeloader
malpedia_LOWBALL,,lowball
malpedia_LOWKEY,PortReuse,lowkey
malpedia_LOWZERO,,lowzero
malpedia_LPEClient,LPEClientTea,lpeclient
malpedia_lsassDumper,,lsassdumper
malpedia_Lu0Bot,,lu0bot
malpedia_LuaDream,DreamLand,luadream
malpedia_Luca Stealer,,luca stealer
malpedia_Lucifer,,lucifer
malpedia_Lumar,PovertyStealer,lumar
malpedia_Luminosity RAT,LuminosityLink,luminosity rat
malpedia_Lumma Stealer,LummaC2 Stealer,lumma
malpedia_LunarMail,,lunarmail
malpedia_LunchMoney,,lunchmoney
malpedia_Lurk,,lurk
malpedia_Luxy,,luxy
malpedia_Luzo,,luzo
malpedia_Lyceum .NET DNS Backdoor,,lyceum dns backdoor dotnet
malpedia_Lyceum .NET TCP Backdoor,,lyceum http backdoor dotnet
malpedia_Lyceum Golang HTTP Backdoor,,lyceum http backdoor golang
malpedia_Lynx,,lynx
malpedia_Lyposit,"Lucky Locker, Adneukine, Bomba Locker",lyposit
malpedia_M00nD3V Logger,,m00nd3v
malpedia_m0yv,,m0yv
malpedia_MACAMAX,,macamax
malpedia_Macaw,,macaw
malpedia_Machete,El Machete,machete
malpedia_MadMax,,madmax
malpedia_Magala,,magala
malpedia_Maggie,,maggie
malpedia_MagicRAT,,magic rat
malpedia_Magniber,,magniber
malpedia_Mailto,"Koko Ransomware, NetWalker",mailto
malpedia_Mail-O,,mail o
malpedia_MajikPos,,majik pos
malpedia_Makadocs,,makadocs
malpedia_MakLoader,,makloader
malpedia_Makop,,makop
malpedia_Makop Ransomware,,makop ransomware
malpedia_Maktub,,maktub
malpedia_MalumPOS,,malumpos
malpedia_Mamba,"HDDCryptor, DiskCryptor",mamba
malpedia_ManameCrypt,CryptoHost,manamecrypt
malpedia_Mango,,mango
malpedia_Mangzamel,"junidor, mengkite, vedratve",mangzamel
malpedia_Manifestus,,manifestus ransomware
malpedia_ManItsMe,,manitsme
malpedia_Manjusaka,,manjusaka
malpedia_Maoloa,,maoloa
malpedia_MAPIget,,mapiget
malpedia_Marap,,marap
malpedia_Mariposa,"Rimecud, Palevo, Autorun",mariposa
malpedia_MarkiRAT,,markirat
malpedia_MarraCrypt,,marracrypt
malpedia_Mars,MarsDecrypt,mars
malpedia_Mars Stealer,,mars stealer
malpedia_Masad Stealer,,masad stealer
malpedia_MASS Logger,,masslogger
malpedia_Matanbuchus,,matanbuchus
malpedia_Matiex,,matiex
malpedia_Matrix Banker,,matrix banker
malpedia_Matrix Ransom,,matrix ransom
malpedia_Matryoshka RAT,,matryoshka rat
malpedia_Matsnu,,matsnu
malpedia_Maudi,,maudi
malpedia_Maui Ransomware,,maui
malpedia_Maxtrilha,,maxtrilha
malpedia_Maze,ChaCha,maze
malpedia_MBRlock,DexLocker,mbrlock
malpedia_MBR Locker,,mbrlocker
malpedia_Mebromi,MyBios,mebromi
malpedia_MECHANICAL,GoldStamp,mechanical
malpedia_MediaPI,Eyeglass,mediapi
malpedia_Medre,,medre
malpedia_Medusa,,medusa
malpedia_MedusaLocker,"AKO Ransomware, AKO Doxware, MedusaReborn",medusalocker
malpedia_Meduza Stealer,,meduza
malpedia_MegaCortex,,megacortex
malpedia_MegaCreep,,megacreep
malpedia_MeguminTrojan,,megumin
malpedia_Mekotio,,mekotio
malpedia_Melcoz,,melcoz
malpedia_MeltingClaw,,meltingclaw
malpedia_Meow,,meow
malpedia_MercurialGrabber,,mercurialgrabber
malpedia_Merdoor,,merdoor
malpedia_Merlin,,merlin
malpedia_Mespinoza,pysa,mespinoza
malpedia_MetadataBin,Ransomware32,metadatabin
malpedia_METALJACK,denesRAT,metaljack
malpedia_Metamorfo,Casbaneiro,metamorfo
malpedia_MetaStealer,,metastealer
malpedia_Meteor,,meteor
malpedia_Meterpreter,,meterpreter
malpedia_Mevade,"Sefnit, SBC",mevade
malpedia_Mewsei,,mewsei
malpedia_MgBot,"BLame, MgmBot, POCOSTICK",mgbot
malpedia_Miancha,,miancha
malpedia_Micrass,,micrass
malpedia_MicroBackdoor,,microbackdoor
malpedia_Microcin,,microcin
malpedia_Micropsia,,micropsia
malpedia_Midas,,midas
malpedia_Mikoponi,,mikoponi
malpedia_Milan,,milan
malpedia_MILKMAID,,milkmaid
malpedia_Milum,,milum
malpedia_mim221,,mim221
malpedia_Mimic Ransomware,,mimic
malpedia_MimiKatz,,mimikatz
malpedia_Mindware,,mindware
malpedia_MINEBRIDGE,GazGolder,minebridge
malpedia_MiniASP,,miniasp
malpedia_MINIBIKE,,minibike
malpedia_miniBlindingCan,"AIRDRY.V2, EventHorizon",miniblindingcan
malpedia_MINIBUS,,minibus
malpedia_MiniDuke,,miniduke
malpedia_MiniPocket,,minipocket
malpedia_MiniStealer,,ministealer
malpedia_miniTypeFrame,,minitypeframe
malpedia_MintStealer,,mintstealer
malpedia_Mirage,,mirage
malpedia_MirageFox,,miragefox
malpedia_Mirai,,mirai
malpedia_MirrorBlast,,mirrorblast
malpedia_MirrorKey,,mirrorkey
malpedia_Misdat,,misdat
malpedia_Misfox,"Dromedan, MixFox, ModPack",misfox
malpedia_Misha,,misha
malpedia_Mispadu,URSA,mispadu
malpedia_MISTCLOAK,HIUPAN,mistcloak
malpedia_MISTPEN,,mistpen
malpedia_MISTYVEAL,,mistyveal
malpedia_Miuref,,miuref
malpedia_MiyaRAT,,miya rat
malpedia_MMON,Kaptoxa,mmon
malpedia_MM Core,,mm core
malpedia_MobiRAT,,mobi rat
malpedia_Mocky LNK,,mocky lnk
malpedia_Mocton,,mocton
malpedia_ModernLoader,AvatarBot,modern loader
malpedia_MoDi RAT,,modirat
malpedia_ModPipe,,modpipe
malpedia_ModPOS,straxbot,modpos
malpedia_Mofksys,,mofksys
malpedia_Moisha Ransomware,,moisha
malpedia_Moker,,moker
malpedia_Mokes,,mokes
malpedia_Mole,,mole
malpedia_MoleNet,,molenet
malpedia_Molerat Loader,,molerat loader
malpedia_Monero Miner,CoinMiner,monero miner
malpedia_Money Message,,moneymessage
malpedia_mongall,,mongall
malpedia_MontysThree,MT3,montysthree
malpedia_MoonBounce,,moonbounce
malpedia_MoonPeak,,moonpeak
malpedia_MOONTAG,,moontag
malpedia_MoonWalk,"CurveLast, SneakCross",moonwalk
malpedia_MoonWind,,moonwind
malpedia_MoriAgent,,moriagent
malpedia_Moriya,,moriya
malpedia_Morphine,,morphine
malpedia_MortalKombat,,mortalkombat
malpedia_Mortis,,mortis
malpedia_Morto,,morto
malpedia_MosaicRegressor,,mosaic regressor
malpedia_Moserpass,,moserpass
malpedia_Mosquito,,mosquito
malpedia_Mount Locker,"DagonLocker, MountLocker, QuantumLocker",mount locker
malpedia_Moure,,moure
malpedia_mozart,,mozart
malpedia_MPKBot,MPK,mpkbot
malpedia_MQsTTang,QMAGENT,mqsttang
malpedia_MRAC,,mrac
malpedia_MrDec,,mrdec
malpedia_MrPeter,,mr peter
malpedia_Msupedge,,msupedge
malpedia_MuddyC2Go,,muddyc2go
malpedia_MulCom,,mulcom
malpedia_Multigrain POS,,multigrain pos
malpedia_murkytop,,murkytop
malpedia_Murofet,Licat,murofet
malpedia_Mutabaha,,mutabaha
malpedia_MyDogs,,mydogs
malpedia_MyDoom,"Novarg, Mimail",mydoom
malpedia_MyKings Spreader,,mykings spreader
malpedia_MyloBot,"FakeDGA, WillExec",mylobot
malpedia_MysterySnail,,mystery snail
malpedia_Mystic Stealer,,mystic stealer
malpedia_MZRevenge,MaMo434376,mzrevenge
malpedia_N40,,n40
malpedia_Nabucur,,nabucur
malpedia_NACHOCHEESE,"Cyruslish, TWOPENCE, VIVACIOUSGIFT",nachocheese
malpedia_Nagini,,nagini
malpedia_Naikon,Sacto,naikon
malpedia_Nanocore RAT,"Nancrat, NanoCore",nanocore
malpedia_NanoLocker,,nano locker
malpedia_NAPLISTENER,,naplistener
malpedia_Narilam,,narilam
malpedia_Nautilus,,nautilus
malpedia_NavRAT,JinhoSpy,navrat
malpedia_nccTrojan,,ncctrojan
malpedia_Nebulae,,nebulae
malpedia_Neconyd,,neconyd
malpedia_Necurs,nucurs,necurs
malpedia_NedDnLoader,,neddnloader
malpedia_Nefilim,Nephilim,nefilim
malpedia_Nemesis,Project Nemesis,nemesis
malpedia_Nemim,Nemain,nemim
malpedia_Nemty,,nemty
malpedia_Nerbian RAT,,nerbian rat
malpedia_neshta,,neshta
malpedia_NESTEGG,,nestegg
malpedia_NetC,,netc
malpedia_NetDooka,,netdooka
malpedia_NETEAGLE,"Neteagle_Scout, ScoutEagle",neteagle
malpedia_NetfilterRootkit,,netfilter
malpedia_NetFlash,,netflash
malpedia_NetKey,,netkey
malpedia_Netrepser,,netrepser keylogger
malpedia_NetSpy,,netspy
malpedia_NetSupportManager RAT,NetSupport,netsupportmanager rat
malpedia_NetTraveler,TravNet,nettraveler
malpedia_NetWire RC,"NetWeird, NetWire, Recam",netwire
malpedia_Neuron,,neuron
malpedia_Neutrino,Kasidet,neutrino
malpedia_Neutrino POS,,neutrino pos
malpedia_Nevada,,nevada
malpedia_NewBot Loader,,newbot loader
malpedia_NewBounce,,newbounce
malpedia_NewCore RAT,,newcore rat
malpedia_NewPass,,newpass
malpedia_NewPosThings,,newposthings
malpedia_NewsReels,,newsreels
malpedia_NewCT,CT,new ct
malpedia_Nexster Bot,,nexster bot
malpedia_NexusLogger,,nexus logger
malpedia_Ngioweb,Grobios,ngioweb
malpedia_NGLite,,nglite
malpedia_Nibiru,,nibiru
malpedia_NightClub,,nightclub
malpedia_Nightdoor,"NetMM, Suzafk",nightdoor
malpedia_Nighthawk,,nighthawk
malpedia_NightSky,Night Sky,nightsky
malpedia_NikiHTTP,,nikihttp
malpedia_NimbleMamba ,,nimblemamba
malpedia_Nimbo-C2,,nimbo c2
malpedia_NimGrabber,,nimgrabber
malpedia_Nimplant,,nimplant
malpedia_Nimrev,,nimrev
malpedia_NimBlackout,,nim blackout
malpedia_NineRAT,,ninerat
malpedia_NirCmd,,nircmd
malpedia_nitlove,,nitlove
malpedia_Nitol,,nitol
malpedia_Nitro,Hydra,nitro
malpedia_Nitrogen Loader,,nitrogen
malpedia_Nitrokod,,nitrokod
malpedia_NixScare Stealer,,nixscare
malpedia_NjRAT,"Bladabindi, Lime-Worm",njrat
malpedia_nmass malware,,nmass
malpedia_Nocturnal Stealer,,nocturnalstealer
malpedia_NodeStealer,,node stealer
malpedia_Nokki,,nokki
malpedia_Nokoyawa Ransomware,,nokoyawa
malpedia_NominatusToxicBattery,,nominatus toxic battery
malpedia_NonEuclid RAT,,noneuclid rat
malpedia_NOOPDOOR,HiddenFace,noopdoor
malpedia_Nopyfy,,nopyfy
malpedia_NorthStar,,northstar
malpedia_Nosu,,nosu
malpedia_Nova Stealer,Malicord,nova
malpedia_NoxPlayer,,noxplayer
malpedia_Nozelesn (Decryptor),,nozelesn decryptor
malpedia_No-Justice,,no justice
malpedia_nRansom,,nransom
malpedia_NSPX30,,nspx30
malpedia_Ntospy,,ntospy
malpedia_NuggetPhantom,,nugget phantom
malpedia_Nullmixer,,nullmixer
malpedia_Numando,,numando
malpedia_NVISOSPIT,,nvisospit
malpedia_N-W0rm,"nw0rm, NWorm",nworm
malpedia_Nymaim,nymain,nymaim
malpedia_Nymaim2,,nymaim2
malpedia_Nyxem,,nyxem
malpedia_OATBOAT,,oatboat
malpedia_Oblique RAT,,oblique rat
malpedia_Obscene,,obscene
malpedia_ObserverStealer,,observer stealer
malpedia_OCEANMAP,,oceanmap
malpedia_Oceansalt,,oceansalt
malpedia_OctoberSeventh,ESET Wiper,october seventh
malpedia_Octopus,,octopus
malpedia_OddJob,,oddjob
malpedia_Oderoor,"Bobax, Kraken",oderoor
malpedia_Odinaff,,odinaff
malpedia_Okrum,,okrum
malpedia_OLDBAIT,Sasfis,oldbait
malpedia_Olympic Destroyer,SOURGRAPE,olympic destroyer
malpedia_Ondritols,Onedrivetools,ondritols
malpedia_ONHAT,,onhat
malpedia_Oni,,oni
malpedia_OnionDuke,,onionduke
malpedia_OnlinerSpambot,"SBot, Onliner",onliner
malpedia_OopsIE,,oopsie
malpedia_Opachki,,opachki
malpedia_OpcJacker,,opcjacker
malpedia_OpenSUpdater,,opensupdater
malpedia_OpenCarrot,,open carrot
malpedia_OpGhoul,,opghoul
malpedia_OpBlockBuster,,op blockbuster
malpedia_ORANGEADE,,orangeade
malpedia_OrcaRAT,,orcarat
malpedia_Orchard,Antavmu,orchard
malpedia_Orcus RAT,Schnorchel,orcus rat
malpedia_Ordinypt,"GermanWiper, HSDFSDCrypt",ordinypt
malpedia_OriginBot,"OriginBotnet, OriginLoader",originbot
malpedia_OriginLogger,,originlogger
malpedia_ORPCBackdoor,,orpcbackdoor
malpedia_Oski Stealer,,oski
malpedia_Osno,Babax,osno
malpedia_Ousaban,,ousaban
malpedia_OutCrypt,,outcrypt
malpedia_Outlook Backdoor,FACADE,outlook backdoor
malpedia_OutSteel,,outsteel
malpedia_Overlay RAT,,overlay rat
malpedia_OvidiyStealer,,ovidiystealer
malpedia_owaauth,luckyowa,owaauth
malpedia_Owlproxy,,owlproxy
malpedia_Owowa,,owowa
malpedia_OxtaRAT,,oxtarat
malpedia_OZH RAT,,ozh rat
malpedia_Ozone RAT,,ozone
malpedia_PadCrypt,,padcrypt
malpedia_paladin,,paladin
malpedia_PandaBanker,ZeusPanda,pandabanker
malpedia_Panda Stealer,,panda stealer
malpedia_Pandora,,pandora
malpedia_Pandora RAT,Pandora hVNC RAT,pandora rat
malpedia_Paradies Clipper,,paradies clipper
malpedia_Paradise,,paradise
malpedia_Parallax RAT,ParallaxRAT,parallax
malpedia_parasite_http,,parasite http
malpedia_Parite,,parite
malpedia_PartyTicket,"Elections GoRansom, HermeticRansom, SonicVote",partyticket
malpedia_Passlock,,passlock
malpedia_PATHLOADER,,pathloader
malpedia_Pay2Key,Cobalt,pay2key
malpedia_PayloadBIN,,payloadbin
malpedia_PcShare,,pcshare
malpedia_PEBBLEDASH,,pebbledash
malpedia_PeddleCheap,,peddlecheap
malpedia_Pekraut,,pekraut
malpedia_Pelmeni,,pelmeni
malpedia_Penco,,penco
malpedia_PennyWise Stealer,,pennywise
malpedia_Peppy RAT,,peppy rat
malpedia_PetrWrap,,petrwrap
malpedia_Petya,,petya
malpedia_pgift,ReRol,pgift
malpedia_PhanDoor,,phandoor
malpedia_Phemedrone Stealer,Ov3r_Stealer,phemedrone stealer
malpedia_Philadephia Ransom,,philadelphia ransom
malpedia_Phobos,,phobos
malpedia_Phoenix Keylogger,,phoenix keylogger
malpedia_Phoenix Locker,,phoenix locker
malpedia_Phonk,,phonk
malpedia_PHOREAL,Rizzo,phoreal
malpedia_Phorpiex,"Trik, phorphiex",phorpiex
malpedia_PHOTOFORK,,photofork
malpedia_PHOTOLITE,,photolite
malpedia_PhotoLoader,GZIPLOADER,photoloader
malpedia_PicassoLoader,,picasso loader
malpedia_PICKPOCKET,,pickpocket
malpedia_PIEHOP,,piehop
malpedia_Pierogi,,pierogi
malpedia_Pikabot,,pikabot
malpedia_PILLOWMINT,,pillowmint
malpedia_PinchDuke,,pinchduke
malpedia_PINEGROVE,,pinegrove
malpedia_PingBack,,pingback
malpedia_pipcreat,,pipcreat
malpedia_PipeMon,,pipemon
malpedia_PipeSnoop,TOFUPIPE,pipesnoop
malpedia_PirateStealer,,pirate stealer
malpedia_pirpi,"SHOTPUT, CookieCutter",pirpi
malpedia_Pitou,,pitou
malpedia_PittyTiger RAT,,pittytiger rat
malpedia_Pkybot,"Pykbot, TBag, Bublik",pkybot
malpedia_PLAINTEE,,plaintee
malpedia_PLAY,PlayCrypt,play
malpedia_playwork,,playwork
malpedia_PLEAD,"DRAWDOWN, GOODTIMES, Linopid",plead
malpedia_Ploutus ATM,,ploutus atm
malpedia_ployx,,ployx
malpedia_PlugX,"Destroy RAT, Kaba, Korplug, Sogu, TIGERPLUG, RedDelta",plugx
malpedia_Plurox,,plurox
malpedia_pngdowner,,pngdowner
malpedia_PNGLoad,,png load
malpedia_PocoDown,"Blitz, PocoDownloader",pocodown
malpedia_POISONPLUG,Barlaiy,poisonplug
malpedia_Poison Ivy,"SPIVY, pivy, poisonivy",poison ivy
malpedia_Poison RAT,,poison rat
malpedia_Poldat,"Zlib, KABOB",poldat
malpedia_PolPo,,polpo
malpedia_PolyglotDuke,,polyglotduke
malpedia_Polyglot,,polyglot ransom
malpedia_PolyVice,Chily,polyvice
malpedia_Pony,"Siplog, Fareit",pony
malpedia_PoohMilk Loader,,poohmilk
malpedia_POORTRY,,poortry
malpedia_PoorWeb,,poorweb
malpedia_Popcorn Time,,popcorn time
malpedia_PortDoor,,portdoor
malpedia_portless,,portless
malpedia_PortStarter,,portstarter
malpedia_poscardstealer,,poscardstealer
malpedia_PoshC2,,poshc2
malpedia_PoSlurp,PUNCHTRACK,poslurp
malpedia_PostNapTea,SIGNBT,postnaptea
malpedia_Poulight Stealer,Poullight,poulight stealer
malpedia_Povlsomware,,povlsomware
malpedia_Poweliks,,poweliks
malpedia_POWERBAND,,powerband
malpedia_PowerCat,,powercat
malpedia_PowerDuke,,powerduke
malpedia_powerkatz,,powerkatz
malpedia_PowerLoader,,powerloader
malpedia_PowerPool,,powerpool
malpedia_PowerShellRunner,,powershellrunner
malpedia_Powersniff,PUNCHBUGGY,powersniff
malpedia_PowerRatankba,QUICKRIDE.POWER,power ratankba
malpedia_prb_backdoor,,prb backdoor
malpedia_Predator The Thief,,predator
malpedia_Prestige,,prestige
malpedia_Prikormka,,prikormka
malpedia_Prilex,,prilex
malpedia_PrincessLocker,,princess locker
malpedia_PrivateLoader,,privateloader
malpedia_PRIVATELOG,,privatelog
malpedia_Project Hook POS,,project hook
malpedia_ProjectWood,,project wood
malpedia_Prometei,,prometei
malpedia_Prometheus,,prometheus
malpedia_proteus,,proteus
malpedia_Proto8RAT,,proto8 rat
malpedia_ProtonBot,,protonbot
malpedia_Prynt Stealer,,prynt stealer
malpedia_PseudoManuscrypt,,pseudo manuscrypt
malpedia_PsiX,PsiXBot,psix
malpedia_PSLogger,ECCENTRICBANDWAGON,pslogger
malpedia_PC Surveillance System,PSS,pss
malpedia_Pteranodon,Pterodo,pteranodon
malpedia_PUBLOAD,"ClaimLoader, PUBLOAD",pubload
malpedia_PubNubRAT,,pubnubrat
malpedia_Punkey POS,"poscardstealer, pospunk, punkeypos",punkey pos
malpedia_pupy,Patpoopy,pupy
malpedia_PureCrypter,,purecrypter
malpedia_PureLocker,,purelocker
malpedia_PureLogs Stealer,,purelogs
malpedia_PurpleFox,,purplefox
malpedia_purpleink,,purpleink
malpedia_PurpleWave,,purplewave
malpedia_Pushdo,,pushdo
malpedia_Putabmow,,putabmow
malpedia_puzzlemaker,,puzzlemaker
