Software Name,Aliases,Normalized Name
malpedia_ZeroBot,ZeroStresser,elf.zerobot
malpedia_ZHtrap,,elf.zhtrap
malpedia_Zollard,darlloz,elf.zollard
malpedia_ZuoRAT,,elf.zuo rat
malpedia_AutoCAD Downloader,"Acad.Bursted, Duxfas",fas.acad
malpedia_COOKIESNATCH,,ios.cookiesnatch
malpedia_DualToy,,ios.dualtoy
malpedia_GuiInject,,ios.guiinject
malpedia_lightSpy,,ios.lightspy
malpedia_Phenakite,Dakkatoni,ios.phenakite
malpedia_PoisonCarp,INSOMNIA,ios.poisoncarp
malpedia_Postlo,,ios.postlo
malpedia_TriangleDB,,ios.triangledb
malpedia_VALIDVICTOR,,ios.validvictor
malpedia_WireLurker,,ios.wirelurker
malpedia_X-Agent,,ios.xagent
malpedia_AdWind,"AlienSpy, JSocket, Frutas, UNRECOM, JBifrost, Sockrat",jar.adwind
malpedia_Adzok,,jar.adzok
malpedia_Banload,,jar.banload
malpedia_Blue Banana RAT,,jar.bluebanana
malpedia_CrossRAT,Trupto,jar.crossrat
malpedia_DynamicRAT,DYNARAT,jar.dynamicrat
malpedia_EpicSplit RAT,,jar.epicsplit
malpedia_FEimea RAT,,jar.feimea rat
malpedia_IceRat,,jar.icerat
malpedia_JavaDispCash,,jar.javadispcash
malpedia_JavaLocker,JavaEncrypt Ransomware,jar.javalocker
malpedia_jRAT,Jacksbot,jar.jrat
malpedia_jSpy,,jar.jspy
malpedia_Mineping,,jar.mineping
malpedia_Octopus Scanner,,jar.octopus scanner
malpedia_Pronsis Loader,,jar.pronsis loader
malpedia_Qarallax RAT,,jar.qarallax rat
malpedia_Qealler,Pyrogenic Infostealer,jar.qealler
malpedia_QRat,Quaverse RAT,jar.qrat
malpedia_Ratty,,jar.ratty
malpedia_Sorillus RAT,,jar.sorillus
malpedia_STRRAT,,jar.strrat
malpedia_SupremeBot,BlazeBot,jar.supremebot
malpedia_Verblecon,,jar.verblecon
malpedia_VersaMem,,jar.versamem
malpedia_AIRBREAK,Orz,js.airbreak
malpedia_Bateleur,,js.bateleur
malpedia_BeaverTail,,js.beavertail
malpedia_BELLHOP,,js.bellhop
malpedia_CACTUSTORCH,,js.cactustorch
malpedia_ChromeBack,,js.chromeback
malpedia_ClearFake,,js.clearfake
malpedia_CryptoNight,,js.cryptonight
malpedia_CukieGrab,Roblox Trade Assist,js.cukiegrab crx
malpedia_DarkWatchman,,js.darkwatchman
malpedia_DNSRat,DNSbot,js.dnsrat
malpedia_doenerium,,js.doenerium
malpedia_Enrume,Ransom32,js.enrume
malpedia_EVILNUM,,js.evilnum
malpedia_FakeUpdateRU,,js.fakeupdateru
malpedia_FAKEUPDATES,"FakeUpdate, SocGholish",js.fakeupdates
malpedia_GootLoader,SLOWPOUR,js.gootloader
malpedia_grelos,,js.grelos
malpedia_Griffon,Harpy,js.griffon
malpedia_inter,,js.inter
malpedia_Jeniva,,js.jeniva
malpedia_Jetriz,,js.jetriz
malpedia_jspRAT,,js.jsprat
malpedia_KopiLuwak,,js.kopiluwak
malpedia_LNKR,,js.lnkr
malpedia_magecart,,js.magecart
malpedia_megaMedusa,,js.mega medusa
malpedia_MiniJS,,js.minijs
malpedia_MintsLoader,,js.mints loader
malpedia_More_eggs,"SpicyOmelette, SKID",js.more eggs
malpedia_NanHaiShu,,js.nanhaishu
malpedia_NodeRAT,,js.node rat
malpedia_OFFODE,,js.offode
malpedia_ostap,,js.ostap
malpedia_OtterCookie,,js.otter cookie
malpedia_ParaSiteSnatcher,,js.parasitesnatcher
malpedia_Parrot TDS,,js.parrot tds
malpedia_PeaceNotWar,,js.peacenotwar
malpedia_PindOS,,js.pindos
malpedia_Powmet,,js.powmet
malpedia_QNodeService,,js.qnodeservice
malpedia_QUICKCAFE,,js.quickcafe
malpedia_scanbox,,js.scanbox
malpedia_SQLRat,,js.sqlrat
malpedia_Starfighter,,js.starfighter
malpedia_Swid,,js.swid
malpedia_HTML5 Encoding,,js.turla ff ext
malpedia_Maintools.js,,js.turla maintools
malpedia_Unidentified JS 001 (APT32 Profiler),,js.unidentified 001
malpedia_Unidentified JS 003 (Emotet Downloader),,js.unidentified 003
malpedia_Unidentified JS 004,,js.unidentified 004
malpedia_Unidentified JS 005 (Stealer),,js.unidentified 005
malpedia_Unidentified JS 006 (Winter Wyvern),,js.unidentified 006
malpedia_Unidentified JS 002,,js.unidentified js 002
malpedia_Valak,Valek,js.valak
malpedia_js.wd,,js.wd
malpedia_witchcoven,,js.witchcoven
malpedia_Godzilla Webshell,,jsp.godzilla webshell
malpedia_Icesword,,jsp.icesword
malpedia_3CX Backdoor,,osx.3cx backdoor
malpedia_AMOS,Atomic macOS Stealer,osx.amos
malpedia_AppleJeus,,osx.applejeus
malpedia_BANSHEE,,osx.banshee
malpedia_BeaverTail,,osx.beavertail
malpedia_Bella,,osx.bella
malpedia_Bundlore,SurfBuyer,osx.bundlore
malpedia_Careto,"Mask, Appetite",osx.careto
malpedia_Casso,,osx.casso
malpedia_CDDS,Macma,osx.cdds
malpedia_Choziosi,"ChromeLoader, Chropex",osx.choziosi
malpedia_CloudMensis,,osx.cloud mensis
malpedia_CoinThief,,osx.cointhief
malpedia_Coldroot RAT,,osx.coldroot rat
malpedia_Convuster,,osx.convuster
malpedia_CpuMeaner,,osx.cpumeaner
malpedia_CreativeUpdater,,osx.creative updater
malpedia_Crisis,,osx.crisis
malpedia_Crossrider,,osx.crossrider
malpedia_Cthulhu Stealer,,osx.cthulhu stealer
malpedia_Dacls,,osx.dacls
malpedia_DarthMiner,,osx.darthminer
malpedia_DazzleSpy,,osx.dazzle spy
malpedia_Dockster,,osx.dockster
malpedia_Dummy,,osx.dummy
malpedia_Eleanor,,osx.eleanor
malpedia_ElectroRAT,,osx.electro rat
malpedia_EvilOSX,,osx.evilosx
malpedia_EvilQuest,ThiefQuest,osx.evilquest
malpedia_FailyTale,,osx.failytale
malpedia_FinFisher,,osx.finfisher
malpedia_FlashBack,FakeFlash,osx.flashback
malpedia_FlexibleFerret,,osx.flexibleferret
malpedia_FriendlyFerret,,osx.friendlyferret
malpedia_FrigidStealer,,osx.frigid stealer
malpedia_FrostyFerret,,osx.frostyferret
malpedia_FruitFly,Quimitchin,osx.fruitfly
malpedia_FULLHOUSE,,osx.fullhouse
malpedia_GIMMICK,,osx.gimmick
malpedia_Gmera,"StockSteal, Kassi",osx.gmera
malpedia_HiddenLotus,,osx.hiddenlotus
malpedia_HLOADER,,osx.hloader
malpedia_HZ RAT,,osx.hz rat
malpedia_iMuler,Revir,osx.imuler
malpedia_Interception,,osx.interception
malpedia_Janicab,,osx.janicab
malpedia_JokerSpy,,osx.jokerspy
malpedia_KANDYKORN,,osx.kandykorn
malpedia_KeRanger,,osx.keranger
malpedia_Keydnap,,osx.keydnap
malpedia_Kitmos,KitM,osx.kitmos
malpedia_Komplex,"SedUploader, JHUHUGIT, JKEYSKW",osx.komplex
malpedia_Kuiper,,osx.kuiper
malpedia_Lador,,osx.lador
malpedia_Lambert,GreenLambert,osx.lambert
malpedia_Laoshu,,osx.laoshu
malpedia_Leverage,,osx.leverage
malpedia_LIGHTSPY,,osx.lightspy
malpedia_LockBit,,osx.lockbit
malpedia_MacDownloader,,osx.macdownloader
malpedia_MacInstaller,,osx.macinstaller
malpedia_MacRansom,,osx.macransom
malpedia_MacSpy,,osx.macspy
malpedia_MacVX,,osx.macvx
malpedia_MaMi,,osx.mami
malpedia_Manuscrypt,,osx.manuscrypt
malpedia_Mokes,,osx.mokes
malpedia_Mughthesec,,osx.mughthesec
malpedia_NetWire,,osx.netwire
malpedia_OceanLotus,,osx.oceanlotus
malpedia_Olyx,,osx.olyx
malpedia_oRAT,,osx.orat
malpedia_OSAMiner,,osx.osaminer
malpedia_Patcher,"FileCoder, Findzip",osx.patcher
malpedia_PintSized,,osx.pintsized
malpedia_Pirrit,,osx.pirrit
malpedia_POOLRAT,"SIMPLESEA, SIMPLETEA",osx.poolrat
malpedia_Poseidon,,osx.poseidon
malpedia_Poseidon Stealer,Rodrigo Stealer,osx.poseidonstealer
malpedia_Proton RAT,Calisto,osx.proton rat
malpedia_Pwnet,,osx.pwnet
malpedia_Dok,Retefe,osx.retefe
malpedia_RustBucket,,osx.rustbucket
malpedia_Shlayer,,osx.shlayer
malpedia_Silver Sparrow,,osx.silver sparrow
malpedia_SimpleTea,,osx.simpletea
malpedia_SpectralBlur,,osx.spectral blur
malpedia_SUGARLOADER,,osx.sugarloader
malpedia_SysJoker,,osx.sysjoker
malpedia_systemd,"Demsty, ReverseWindow",osx.systemd
malpedia_Tsunami,,osx.tsunami
malpedia_Unidentified macOS 001 (UnionCryptoTrader),,osx.unidentified 001
malpedia_UpdateAgent,,osx.update agent
malpedia_Uroburos,,osx.uroburos
malpedia_Vigram,WizardUpdate,osx.vigram
malpedia_WatchCat,,osx.watchcat
malpedia_WindTail,,osx.windtail
malpedia_Winnti,,osx.winnti
malpedia_WireLurker,,osx.wirelurker
malpedia_Wirenet,,osx.wirenet
malpedia_X-Agent,,osx.xagent
malpedia_XCSSET,,osx.xcsset
malpedia_Xloader,Formbook,osx.xloader
malpedia_XSLCmd,,osx.xslcmd
malpedia_Yort,,osx.yort
malpedia_ZuRu,,osx.zuru
malpedia_Ani-Shell,anishell,php.anishell
malpedia_ANTAK,,php.antak
malpedia_ASPXSpy,,php.aspxspy
malpedia_Behinder,,php.behinder
malpedia_c99shell,c99,php.c99
malpedia_DEWMODE,,php.dewmode
malpedia_Ensikology,Ensiko,php.ensikology
malpedia_Glutton,,php.glutton
malpedia_p0wnyshell,"Pownyshell, Ponyshell",php.p0wnyshell
malpedia_Parrot TDS WebShell,,php.parrot tds shell
malpedia_PAS,,php.pas
malpedia_Prometheus Backdoor,,php.prometheus backdoor
malpedia_RedHat Hacker WebShell,,php.redhat hacker
malpedia_php.shin_webshell,,php.shin webshell
malpedia_WSO,Webshell by Orb,php.wso
malpedia_Silence DDoS,,pl.silence ddos
malpedia_BlackSun,,ps1.blacksun
malpedia_BONDUPDATER,"Poison Frog, Glimpse",ps1.bondupdater
malpedia_CASHY200,,ps1.cashy200
malpedia_COOKBOX,,ps1.cookbox
malpedia_EugenLoader,"FakeBat, NUMOZYLOD, PaykLoader",ps1.eugenloader
malpedia_FlowerPower,BoBoStealer,ps1.flowerpower
malpedia_FRat Loader,,ps1.frat loader
malpedia_FTCODE,,ps1.ftcode
malpedia_GhostMiner,,ps1.ghostminer
malpedia_HTTP-Shell,,ps1.http shell
malpedia_JasperLoader,,ps1.jasperloader
malpedia_Kalambur,,ps1.kalambur
malpedia_Lazyscripter,,ps1.lazyscripter
malpedia_LightBot,,ps1.lightbot
malpedia_Octopus,,ps1.octopus
malpedia_OilRig,,ps1.oilrig
malpedia_PhonyC2,,ps1.phonyc2
malpedia_POSHSPY,,ps1.poshspy
malpedia_PowerBrace,,ps1.powerbrace
malpedia_PowerHarbor,,ps1.powerharbor
malpedia_PowerPepper,,ps1.powerpepper
malpedia_POWERPIPE,,ps1.powerpipe
malpedia_POWERPLANT,,ps1.powerplant
malpedia_powershell_web_backdoor,,ps1.powershell web backdoor
malpedia_PowerShortShell,,ps1.powershortshell
malpedia_PowerShower,,ps1.powershower
malpedia_POWERSOURCE,,ps1.powersource
malpedia_PowerSpritz,,ps1.powerspritz
malpedia_POWERSTAR,,ps1.powerstar
malpedia_POWERSTATS,Valyria,ps1.powerstats
malpedia_POWERTON,,ps1.powerton
malpedia_POWERTRASH,,ps1.powertrash
malpedia_PowerWare,,ps1.powerware
malpedia_PowerZure,,ps1.powerzure
malpedia_PowerMagic,,ps1.power magic
malpedia_PowerRAT,,ps1.power rat
malpedia_PowGoop,,ps1.powgoop
malpedia_POWRUNER,,ps1.powruner
malpedia_PresFox,,ps1.presfox
malpedia_QUADAGENT,,ps1.quadagent
malpedia_RandomQuery,,ps1.randomquery
malpedia_RMOT,,ps1.rmot
malpedia_RogueRobin,,ps1.roguerobin
malpedia_Royal Ransom,,ps1.royal ransom
malpedia_Schtasks,,ps1.schtasks
malpedia_skyrat,,ps1.skyrat
malpedia_sLoad,Starslord,ps1.sload
malpedia_Snugy,,ps1.snugy
malpedia_STEELHOOK,,ps1.steelhook
malpedia_SUBTLE-PAWS,,ps1.subtle paws
malpedia_Swrort Stager,,ps1.swrort
malpedia_Tater PrivEsc,,ps1.tater
malpedia_ThunderShell,,ps1.thundershell
malpedia_Unidentified PS 001,,ps1.unidentified 001
malpedia_Unidentified PS 002 (RAT),,ps1.unidentified 002
malpedia_Unidentified PS 003 (RAT),,ps1.unidentified 003
malpedia_Unidentified PS 004 (RAT),,ps1.unidentified 004
malpedia_Unidentified PS 005 (Telegram Bot),,ps1.unidentified 005
malpedia_ViperSoftX,,ps1.vipersoftx
malpedia_WannaMine,,ps1.wannamine
malpedia_WannaRen Downloader,,ps1.wannaren loader
malpedia_WMImplant,,ps1.wmimplant
malpedia_AndroxGh0st,"AndroxGhost, Androx",py.androxgh0st
malpedia_Archivist,,py.archivist
malpedia_Ares,,py.ares
malpedia_BlankGrabber,,py.blankgrabber
malpedia_Braodo,,py.braodo
malpedia_BrickerBot,,py.brickerbot
malpedia_Creal Stealer,,py.creal stealer
malpedia_DropboxC2C,,py.dropboxc2c
malpedia_Empyrean,,py.empyrean
malpedia_Evil Ant,,py.evil ant
malpedia_Guard,,py.guard
malpedia_InvisibleFerret,,py.invisibleferret
malpedia_KeyPlexer,,py.keyplexer
malpedia_LaZagne,,py.lazagne
malpedia_Lofy,LofyLife,py.lofy
malpedia_Loki RAT,,py.lokirat
malpedia_MASEPIE,,py.masepie
malpedia_N3Cr0m0rPh,"FreakOut, Necro",py.n3cr0m0rph
malpedia_NetWorm,,py.networm
malpedia_PIRAT,,py.pirat
malpedia_Poet RAT,,py.poet rat
malpedia_poweRAT,,py.powerat
malpedia_pupy,,py.pupy
malpedia_PyAesLoader,,py.pyaesloader
malpedia_PyArk,,py.pyark
malpedia_pyback,,py.pyback
malpedia_PY#RATION,,py.pyration
malpedia_PyVil,,py.pyvil
malpedia_QUIETBOARD,,py.quietboard
malpedia_Responder,SpiderLabs Responder,py.responder
malpedia_Saphyra,,py.saphyra
malpedia_Serpent,,py.serpent
malpedia_SpaceCow,,py.spacecow
malpedia_stealler,,py.stealler
malpedia_Stitch,,py.stitch
malpedia_Stormous,,py.stormous
malpedia_unidentified_002,,py.unidentified 002
malpedia_unidentified_003,,py.unidentified 003
malpedia_UPSTYLE,,py.upstyle
malpedia_Venomous,,py.venomous
malpedia_Venus Stealer,,py.venus stealer
malpedia_VileRAT,,py.vilerat
malpedia_W4SP Stealer,,py.w4sp stealer
malpedia_WIREFIRE,GIFTEDVISITOR,py.wirefire
malpedia_KV,,sh.kv
malpedia_xzbot,xzorcist,sh.xzbot
malpedia_FlexiSpy,,symbian.flexispy
malpedia_BASICSTAR,,vbs.basicstar
malpedia_CageyChameleon,Cabbage RAT,vbs.cageychameleon
malpedia_forbiks,Forbix,vbs.forbiks
malpedia_GGLdr,,vbs.ggldr
malpedia_GlowSpark,,vbs.glowspark
malpedia_Grinju Downloader,,vbs.grinju
malpedia_HALFBAKED,,vbs.halfbaked
malpedia_HATVIBE,,vbs.hatvibe
malpedia_HOMESTEEL,,vbs.homesteel
malpedia_Iloveyou,"LoveLetter, Love Bug",vbs.iloveyou
malpedia_Janicab,,vbs.janicab
malpedia_lampion,,vbs.lampion
malpedia_LitterDrifter,,vbs.litterdrifter
malpedia_lockscreen,,vbs.lockscreen
malpedia_MOUSEISLAND,,vbs.mouseisland
malpedia_NodeJS Ransomware,,vbs.nodejs ransom
malpedia_RandomQuery,,vbs.randomquery
malpedia_Starfighter,,vbs.starfighter
malpedia_STARWHALE,"Canopy, SloughRAT",vbs.starwhale
malpedia_Unidentified VBS 001,,vbs.unidentified 001
malpedia_Unidentified 002 (Operation Kremlin),,vbs.unidentified 002
malpedia_Unidentified 003 (Gamaredon Downloader),,vbs.unidentified 003
malpedia_Unidentified VBS 004 (RAT),,vbs.unidentified 004
malpedia_Unidentified VBS 005 (Telegram Loader),,vbs.unidentified 005
malpedia_Unidentified VBS 006 (Telegram Loader),,vbs.unidentified 006
malpedia_VBREVSHELL,,vbs.vbrevshell
malpedia_WasabiSeed,,vbs.wasabiseed
malpedia_WhiteShadow,,vbs.whiteshadow
malpedia_000Stealer,,000stealer
malpedia_0bj3ctivityStealer,PXRECVOWEIWOEI,0bj3ctivity stealer
malpedia_3CX Backdoor,SUDDENICON,3cx backdoor
malpedia_404 Keylogger,"404KeyLogger, Snake Keylogger",404keylogger
malpedia_4h_rat,,4h rat
malpedia_5.t Downloader,,5t downloader
malpedia_7ev3n,,7ev3n
malpedia_8Base,,8base
malpedia_8.t Dropper,"8t_dropper, RoyalRoad",8t dropper
malpedia_9002 RAT,"McRAT, Hydraq, HOMEUNIX",9002
malpedia_Abaddon,,abaddon
malpedia_AbaddonPOS,"PinkKite, TinyPOS",abaddon pos
malpedia_abantes,,abantes
malpedia_Abbath Banker,,abbath banker
malpedia_ABCsync,,abcsync
malpedia_AbSent Loader,,absentloader
malpedia_ACBackdoor,,acbackdoor
malpedia_ACEHASH,,acehash
malpedia_AcidBox,MagicScroll,acidbox
malpedia_AcridRain,,acridrain
malpedia_Acronym,,acronym
malpedia_ACR Stealer,,acr stealer
malpedia_Action RAT,,action rat
malpedia_Adamantium Thief,,adamantium thief
malpedia_AdamLocker,,adam locker
malpedia_Adhubllka,,adhubllka
malpedia_AdKoob,,adkoob
malpedia_AdvisorsBot,,advisorsbot
malpedia_Adylkuzz,,adylkuzz
malpedia_AESRT,,aesrt
malpedia_Afrodita,,afrodita
malpedia_AgendaCrypt,"Agenda, Qilin",agendacrypt
malpedia_Agent.BTZ,"ComRAT, Minit, Sun rootkit",agent btz
malpedia_Agent Racoon,,agent racoon
malpedia_Agent Tesla,"AgenTesla, AgentTesla, Negasteal",agent tesla
malpedia_AgfSpy,,agfspy
malpedia_Ahtapot,,ahtapot
malpedia_Akira,,akira
malpedia_Albaniiutas,BlueTraveller,albaniiutas
malpedia_Aldibot,,aldibot
malpedia_Alfonso Stealer,,alfonso stealer
malpedia_Project Alice,"PrAlice, AliceATM",alice atm
malpedia_Alina POS,"alina_spark, katrina, alina_eagle",alina pos
malpedia_AllaKore,,allakore
malpedia_Allaple,Starman,allaple
malpedia_AllcomeClipper,,allcomeclipper
malpedia_Almanahe,,almanahe
malpedia_Alma Communicator,,alma communicator
malpedia_AlmaLocker,,alma locker
malpedia_AlmondRAT,,almondrat
malpedia_ALPC Local PrivEsc,,alpc lpe
malpedia_Alphabet Ransomware,,alphabet ransomware
malpedia_AlphaLocker,,alphalocker
malpedia_AlphaNC,,alphanc
malpedia_AlphaSeed,,alphaseed
malpedia_Alreay,,alreay
malpedia_Alureon,"Olmarik, Pihar, TDL, TDSS, wowlik",alureon
malpedia_Amadey,,amadey
malpedia_AMTsol,Adupihan,amtsol
malpedia_Anatova Ransomware,,anatova ransom
malpedia_Anchor,,anchor
malpedia_AnchorMail,"ANCHOR.MAIL, Delegatz",anchormail
malpedia_AnchorMTea,,anchormtea
malpedia_Andardoor,ROCKHATCH,andardoor
malpedia_Andromeda,"Gamarue, B106-Gamarue, B67-SS-Gamarue, b66",andromeda
malpedia_AndroMut,Gelup,andromut
malpedia_Anel,"UPPERCUT, lena",anel
malpedia_AnteFrigus,,antefrigus
malpedia_Antilam,Latinus,antilam
malpedia_Anubis,Anubis Stealer,anubis
malpedia_Anubis Loader,"Kraken, Pepega",anubis loader
malpedia_APERETIF,,aperetif
malpedia_Apocalipto,,apocalipto
malpedia_Apocalypse,,apocalypse ransom
malpedia_Apollo,,apollo
malpedia_Apostle,,apostle
malpedia_AppleJeus,,applejeus
malpedia_Appleseed,JamBog,appleseed
malpedia_ArdaMax,,ardamax
malpedia_Arefty,,arefty
malpedia_Ares,,ares
malpedia_AresLoader,,aresloader
malpedia_ArguePatch,,arguepatch
malpedia_Aria-body,,ariabody
malpedia_Arid Gopher,,aridgopher
malpedia_AridHelper,,aridhelper
malpedia_Arik Keylogger,Aaron Keylogger,arik keylogger
malpedia_Arkei Stealer,ArkeiStealer,arkei stealer
malpedia_ArrowRAT,,arrowrat
malpedia_ARS VBS Loader,,ars loader
malpedia_ARTFULPIE,,artfulpie
malpedia_Artra Downloader,,artra
malpedia_Asbit,,asbit
malpedia_AscentLoader,,ascentloader
malpedia_ASPC,,aspc
malpedia_Asprox,"Aseljo, BadSrc",asprox
malpedia_Asruex,,asruex
malpedia_Astaroth,Guildma,astaroth
malpedia_Astasia,,astasia
malpedia_AstraLocker,,astralocker
malpedia_AsyncRAT,,asyncrat
malpedia_Atharvan,,atharvan
malpedia_Athena,,athena
malpedia_AthenaGo RAT,,athenago
malpedia_ATI-Agent,,ati agent
malpedia_Atlantida,,atlantida
malpedia_AtlasAgent,,atlas agent
malpedia_ATMii,,atmii
malpedia_ATMitch,,atmitch
malpedia_Atmosphere,,atmosphere
malpedia_ATMSpitter,,atmspitter
malpedia_ATOMSILO,,atomsilo
malpedia_Attor,,attor
malpedia_August Stealer,,august stealer
malpedia_AuKill,SophosKill,aukill
malpedia_Auriga,Riodrv,auriga
malpedia_Aurora,OneKeyLocker,aurora
malpedia_Aurora Stealer,,aurora stealer
malpedia_Avaddon,,avaddon
malpedia_AvastDisabler,,avast disabler
malpedia_AVCrypt,,avcrypt
malpedia_AvD Crypto Stealer,,avd
malpedia_Aveo,,aveo
malpedia_Ave Maria,"AVE_MARIA, AveMariaRAT, Warzone RAT, WarzoneRAT, avemaria",ave maria
malpedia_AvosLocker,,avos locker
malpedia_Unidentified 061,,avrecon
malpedia_Avzhan,,avzhan
malpedia_AXLocker,,axlocker
malpedia_Ayegent,,ayegent
malpedia_Aytoke,,aytoke
malpedia_Azorult,"PuffStealer, Rultazo",azorult
malpedia_Azov Wiper,,azov wiper
malpedia_Babadeda,,babadeda
malpedia_Babar,SNOWBALL,babar
malpedia_Babuk,"Babyk, Vasa Locker",babuk
malpedia_BabyLon RAT,,babylon rat
malpedia_BABYMETAL,,babymetal
malpedia_BabyShark,LATEOP,babyshark
malpedia_Bachosens,,bachosens
malpedia_BACKBEND,,backbend
malpedia_BackConfig,,backconfig
malpedia_BackNet,,backnet
malpedia_Backoff POS,,backoff
malpedia_BACKORDER,,backorder
malpedia_backspace,"Lecna, ZRLnk",backspace
malpedia_BackSwap,,backswap
malpedia_BADCALL,,badcall
malpedia_BadEncript,,badencript
malpedia_badflick,,badflick
malpedia_BADHATCH,,badhatch
malpedia_BadNews,,badnews
malpedia_Bagle,,bagle
malpedia_Bahamut,,bahamut
malpedia_Baldr,Baldir,baldr
malpedia_BalkanDoor,,balkan door
malpedia_BalkanRAT,,balkan rat
malpedia_Bamital,,bamital
malpedia_Banatrix,,banatrix
malpedia_bancos,,bancos
malpedia_Bandit Stealer,,bandit
malpedia_Bandook,Bandok,bandook
malpedia_bangat,,bangat
malpedia_Banjori,"MultiBanker 2, BankPatch, BackPatcher",banjori
malpedia_Bankshot,"COPPERHEDGE, FoggyBrass",bankshot
malpedia_BanPolMex RAT,,banpolmex
malpedia_Barb(ie) Downloader,,barbie
malpedia_BarbWire,,barbwire
malpedia_barkiofork,,barkiofork
malpedia_Bart,,bart
malpedia_BatchWiper,,batchwiper
malpedia_Batel,,batel
malpedia_BATLOADER,,bat loader
malpedia_BazarBackdoor,"BEERBOT, KEGTAP, Team9Backdoor, bazaloader, bazarloader",bazarbackdoor
malpedia_BazarNimrod,NimzaLoader,bazarnimrod
malpedia_BBSRAT,,bbsrat
malpedia_BBtok,,bbtok
malpedia_Beapy,,beapy
malpedia_BEATDROP,,beatdrop
malpedia_Beavertail,,beavertail
malpedia_Bedep,,bedep
malpedia_Bee,,bee
malpedia_beendoor,,beendoor
malpedia_,,beep
malpedia_BeepService,,beepservice
malpedia_BellaCiao,,bellaciao
malpedia_Belonard,,belonard
malpedia_Berbew,,berbew
malpedia_Berbomthum,,berbomthum
malpedia_BernhardPOS,,bernhardpos
malpedia_BestKorea,,bestkorea
malpedia_BetaBot,Neurevt,betabot
malpedia_Bezigate,,bezigate
malpedia_BfBot,,bfbot
malpedia_BHunt,,bhunt
malpedia_BH_A006,,bh a006
malpedia_BianLian,,bianlian
malpedia_BiBi,BiBi-Windows,bibi
malpedia_BI_D Ransomware,,bid ransomware
malpedia_bifrose,,bifrose
malpedia_BillGates,,billgates
malpedia_Binanen,,binanen
malpedia_BioData,,biodata
malpedia_bioload,,bioload
malpedia_BIOPASS,,biopass
malpedia_Biscuit,zxdosml,biscuit
malpedia_BISTROMATH,,bistromath
malpedia_BitPyLock,,bitpylock
malpedia_BITSloth,,bitsloth
malpedia_Bitsran,SHADYCAT,bitsran
malpedia_Bitter RAT,,bitter rat
malpedia_BitRAT,,bit rat
malpedia_Bizzaro,,bizarro
malpedia_BKA Trojaner,bwin3_bka,bka trojaner
malpedia_Black Basta,no_name_software,blackbasta
malpedia_BlackByte,,blackbyte
malpedia_BlackCat,"ALPHV, Noberus",blackcat
malpedia_BLACKCOFFEE,"PNGRAT, gresim, ZoxPNG",blackcoffee
malpedia_BlackEnergy,,blackenergy
malpedia_BlackGuard,,blackguard
malpedia_BlackKingdom Ransomware,,blackkingdom ransomware
malpedia_BlackLotus,,blacklotus
malpedia_BlackMagic,,blackmagic
malpedia_BlackMatter,,blackmatter
malpedia_BlackNET RAT,,blacknet rat
malpedia_BlackNix RAT,,blacknix rat
malpedia_BlackPOS,"Kaptoxa, MMon, POSWDS, Reedum",blackpos
malpedia_BlackRemote,BlackRAT,blackremote
malpedia_BlackRevolution,,blackrevolution
malpedia_BlackRouter,BLACKHEART,blackrouter
malpedia_Blackruby,,blackruby
malpedia_BlackShades,,blackshades
malpedia_BlackSnake,,blacksnake
malpedia_BlackSoul,,blacksoul
malpedia_BlackSuit,,blacksuit
malpedia_Blackworm  RAT,,blackworm rat
malpedia_BleachGap,,bleachgap
malpedia_BLINDINGCAN,"AIRDRY, ZetaNile",blindingcan
malpedia_BLINDTOAD,,blindtoad
malpedia_Blister,COLORFAKE,blister
malpedia_BloodAlchemy,,bloodalchemy
malpedia_BloodyStealer,,bloodystealer
malpedia_BlueFox,,bluefox
malpedia_BLUEHAZE,,bluehaze
malpedia_BLUELIGHT,,bluelight
malpedia_BlueNoroff,,bluenoroff
malpedia_BlueShell,,blueshell
malpedia_BlueSky,,bluesky
malpedia_BLUETHER,CAPGELD,bluether
malpedia_BluStealer,a310logger,blustealer
malpedia_BMANAGER,,bmanager
malpedia_BOATLAUNCH,,boatlaunch
malpedia_Boaxxe,,boaxxe
malpedia_Bobik,,bobik
malpedia_BockLit,,bocklit
malpedia_Bohmini,,bohmini
malpedia_BOLDMOVE,,boldmove
malpedia_Bolek,KBOT,bolek
malpedia_BookCodes RAT,BookCodesTea,bookcodesrat
malpedia_Book of Eli,,bookofeli
malpedia_Bookworm,,bookworm
malpedia_BOOMBOX,,boombox
malpedia_BOOSTWRITE,,boostwrite
malpedia_BOOTWRECK,MBRkiller,bootwreck
malpedia_Borat RAT,,boratrat
malpedia_Borr,,borr
malpedia_BottomLoader,,bottomloader
malpedia_Bouncer,,bouncer
malpedia_BoxCaon,,boxcaon
malpedia_Bozok,,bozok
malpedia_BRAIN,,brain
malpedia_Brambul,SORRYBRUTE,brambul
malpedia_BravoNC,,bravonc
malpedia_BrbBot,,brbbot
malpedia_BreachRAT,,breach rat
malpedia_Breakthrough,,breakthrough loader
malpedia_Bredolab,,bredolab
malpedia_BrittleBush,,brittle bush
malpedia_BROKEYOLK,,brokeyolk
malpedia_BROLER,down_new,broler
malpedia_Broomstick,"CLEANBOOST, CleanUp, CleanUpLoader, Oyster",broomstick
malpedia_Bruh Wiper,,bruh wiper
